has_preamble,preamble_text,question,answer,subject,subject_topic,form,difficulty,question_type
Yes,Give the name of the compound formed when the following elements react with oxygen.,Potassium and oxygen.,Potassium oxide<|end_of_text|>,,,,,1
Yes,Determine the oxidation number of the element in the given compound,$\mathrm{H}_{2} \mathrm{O}_{2}$,$0$,,,,,1
Yes,Determine the oxidation number of the element in the given compound,$\mathrm{H}_{2} \mathrm{O}_{2}$,$0$,,,,,1
Yes,"The $\mathrm{H}$ in $\mathrm{H}_{2} \mathrm{O}$ is a hydrogen atom, $\mathrm{H}^{+}$ is a hydrogen ion. $\mathrm{H}_{3} \mathrm{O}^{+}$ is a hydronium ion. $\mathrm{H}_{2} \mathrm{O}$ is a molecule of water.",$\mathrm{H}_{3} \mathrm{O}^{+}$ is a hydronium ion. What is the other ion in $\mathrm{H}_{3} \mathrm{O}^{+}$?,$\mathrm{OH}^{-}$<|end_of_text|>,,,,,1
Yes,Give the name of the element that has the given atomic number,3,Lithium<|end_of_text|>,,,,,1
Yes,Give the oxidation number of the underlined element in the given compound,$\mathrm{H}_{2} \mathrm{O}_{2}$,$\quad \mathrm{O}=-1$,,,,,1
Yes,Give the oxidation number of the underlined element in the given compound,$\mathrm{H}_{2} \mathrm{O}_{2}$,$\quad \mathrm{O}=-1$,,,,,1
Yes,Give the name of the process by which the following changes take place,The formation of a solution when two or more substances are mixed together in any ratio,Solution formation<|end_of_text|>,,,,,1
Yes,"State whether the following are metals, metalloids or nonmetals. Give one reason for your answer",Sodium,Metal. Sodium metal is a silvery white solid at room temperature<|end_of_text|>,,,,,1
Yes,Give the group name and period number of the elements.,"Lithium, sodium, and potassium.","Group 1 (alkali metals), Period 3<|end_of_text|>",,,,,1
Yes,Distinguish between the following pairs of elements,1. Aluminium and silicon,Aluminium is a metal and silicon is a non-metal,,,,,1
Yes,"A sample of a compound was heated in a crucible. The mass of the crucible and its contents was measured before and after heating. The following results were obtained:
 Mass of crucible and contents before heating = $30.0 \mathrm{~g}$
 Mass of crucible and contents after heating = $26.0 \mathrm{~g}$
 Mass of crucible after heating = $26.0 \mathrm{~g}$
 $\mathrm{X}=\mathrm{Y}+\mathrm{Z}$, where $\mathrm{X}$ is the mass of the compound, $\mathrm{Y}$ is the mass of the crucible and $\mathrm{Z}$ is the mass of the product formed.",Find the mass of the product formed.,$\mathrm{Y}=\mathrm{X}-\mathrm{Z}$,,,,,1
Yes,Distinguish between the following pairs of terms,a. Atomic mass and mass number,Atomic mass is the average mass of the atoms of an element in the natural state while mass number is the number of nucleons in the nucleus of an atom of an element.,,,,,1
Yes,Distinguish between the following pairs of terms,a. Atomic mass and mass number,Atomic mass is the average mass of the atoms of an element in the natural state while mass number is the number of nucleons in the nucleus of an atom of an element.,,,,,1
Yes,Distinguish between the following pairs of substances,Non-metal and metalloid,Non-metals are poor conductors of heat and electricity and are brittle. Metalloids are good conductors of heat and electricity and are brittle.<|end_of_text|>,,,,,1
Yes,State whether the following statements are true or false.,A metalloid is a metal.,False<|end_of_text|>,,,,,4
Yes,State the name of the element that forms the following compounds,$\mathrm{Sn}^{2+}$,Tin (II) or di-valent tin<|end_of_text|>,,,,,1
Yes,Give the name of the following,An element that has a metallic lustre and a high melting point but is a poor conductor of heat and electricity.,Metal<|end_of_text|>,,,,,1
Yes,Give a reason for the following observations.,The metalloids are brittle.,They have a few valence electrons and thus are not strong enough to overcome the forces of attraction between the atoms.<|end_of_text|>,,,,,1
Yes,Distinguish between the following,The properties of the elements in the second period of the periodic table and the properties of the elements in the third period of the periodic table,The second period elements are less reactive than the third period elements<|end_of_text|>,,,,,1
Yes,Distinguish between the following pairs of elements,Oxygen and sulphur,"Oxygen is a non-metal, and sulphur is a metalloid<|end_of_text|>",,,,,1
Yes,Distinguish between the following,"Representative metals, metalloids and nonmetals","Representative metals are elements that are shiny, ductile and malleable. They are also good conductors of heat and electricity. They are electropositive and form cations in aqueous solution. They are also soft and can be cut with a knife. They are also good reducing agents.",,,,,1
Yes,Distinguish between the following,"Representative metals, metalloids and nonmetals","Representative metals are elements that are shiny, ductile and malleable. They are also good conductors of heat and electricity. They are electropositive and form cations in aqueous solution. They are also soft and can be cut with a knife. They are also good reducing agents.",,,,,1
Yes,Distinguish between the following,"Representative metals, metalloids and nonmetals","Representative metals are elements that are shiny, ductile and malleable. They are also good conductors of heat and electricity. They are electropositive and form cations in aqueous solution. They are also soft and can be cut with a knife. They are also good reducing agents.",,,,,1
Yes,"State whether the following are examples of representative metals, metalloids, or nonmetals. Explain your answer.",A metal that is not a member of Group 1A or 2A,Nonmetal. The nonmetallic elements are the ones not in Groups 1A or 2A.<|end_of_text|>,,,,,1
Yes,Give the name and symbol of the element that is the most abundant in the Earth's crust.,Lithium,"Lithium, $\mathrm{Li}$<|end_of_text|>",,,,,1
No,None,What is the mass of $0.50 \mathrm{~mol}$ of $\mathrm{N}_{2}$ gas at $25^{\circ} \mathrm{C}$ and $1.00 \mathrm{~atm}$ pressure?,$12.0 \mathrm{~g}$,Chemistry,,,,1
No,None,What is the mass of $12 \mathrm{~g}$ of $\mathrm{Al}^{3+}$ in solution?,$4 \mathrm{~g}$,Chemistry,,,,1
No,None,$\mathrm{Mg}$ and $\mathrm{Mn}$ are metals in Group 2 and 7 respectively of the Periodic Table. Give two properties of $\mathrm{Mg}$ and two properties of $\mathrm{Mn}$ that are similar.,,Chemistry,,,,1
No,None,$\mathrm{Mg}$ and $\mathrm{Mn}$ are metals in Group 2 and 7 respectively of the Periodic Table. Give two properties of $\mathrm{Mg}$ and two properties of $\mathrm{Mn}$ that are similar.,,Chemistry,,,,1
No,None,The atomic mass of an element is 27. The atomic mass of one of its isotopes is 28. What is the number of neutrons in the nucleus of the isotope?,1,Chemistry,,,,1
No,None,The atomic mass of an element is 27. The atomic mass of one of its isotopes is 28. What is the number of neutrons in the nucleus of the isotope?,1,Chemistry,,,,1
No,None,The atomic mass of an element is 27. The atomic mass of one of its isotopes is 28. What is the number of neutrons in the nucleus of the isotope?,1,Chemistry,,,,1
No,None,How many moles of $\mathrm{NaOH}$ will be needed to completely neutralize $0.80 \mathrm{~mol}$ of $\mathrm{HCl}$?,$0.80 \mathrm{~mol} \mathrm{HCl}$ require $0.80 \mathrm{~mol} \mathrm{NaOH}$<|end_of_text|>,Chemistry,,,,1
No,None,How many moles of $\mathrm{NaOH}$ will be needed to completely neutralize $0.80 \mathrm{~mol}$ of $\mathrm{HCl}$?,$0.80 \mathrm{~mol} \mathrm{HCl}$ require $0.80 \mathrm{~mol} \mathrm{NaOH}$<|end_of_text|>,Chemistry,,,,1
No,None,How many moles of $\mathrm{NaOH}$ will be needed to completely neutralize $0.80 \mathrm{~mol}$ of $\mathrm{HCl}$?,$0.80 \mathrm{~mol} \mathrm{HCl}$ require $0.80 \mathrm{~mol} \mathrm{NaOH}$<|end_of_text|>,Chemistry,,,,1
No,None,"A $20 \mathrm{~g}$ sample of a compound containing only carbon, hydrogen and oxygen was burnt in pure oxygen to give $30 \mathrm{~g}$ of carbon dioxide and $10 \mathrm{~g}$ of water. What is the empirical formula of the compound?",$\mathrm{CH}_{2} \mathrm{O}$<|end_of_text|>,Chemistry,,,,1
No,None,Calculate the number of atoms of carbon in $10.0 \mathrm{~g}$ of a compound containing $25 \%$ carbon by mass and $75 \%$ hydrogen by mass.,$\quad 4.00 \times 10^{23}$,Chemistry,,,,1
No,None,What is the mole fraction of $\mathrm{O}_{2}$ in a mixture of $\mathrm{O}_{2}$ and $\mathrm{N}_{2}$ in which the mole fraction of $\mathrm{O}_{2}$ is $0.4$?,$\frac{0.4}{1.4}=0.2857$,Chemistry,,,,1
No,None,What mass of $\mathrm{CaCl}_{2}$ will dissolve in $100 \mathrm{~cm}^{3}$ of $0.10 \mathrm{moldm}^{-3}$ $\mathrm{Na}_{2} \mathrm{CO}_{3}$ solution?,$5.6 \mathrm{~g}$,Chemistry,,,,1
No,None,What mass of $\mathrm{CaCl}_{2}$ will dissolve in $100 \mathrm{~cm}^{3}$ of $0.10 \mathrm{moldm}^{-3}$ $\mathrm{Na}_{2} \mathrm{CO}_{3}$ solution?,$5.6 \mathrm{~g}$,Chemistry,,,,1
No,None,Calculate the number of moles of $\mathrm{H}_{2} \mathrm{SO}_{4}$ in $20.0 \mathrm{~cm}^{3}$ of a $0.100 \mathrm{moldm}^{-3}$ solution.,$2.00 \times 10^{-3} \mathrm{mole}$,Chemistry,,,,1
No,None,Calculate the number of moles of $\mathrm{H}_{2} \mathrm{SO}_{4}$ in $20.0 \mathrm{~cm}^{3}$ of a $0.100 \mathrm{moldm}^{-3}$ solution.,$2.00 \times 10^{-3} \mathrm{mole}$,Chemistry,,,,1
Yes,A certain mass of copper metal is dissolved in concentrated nitric acid and the solution is made up to a fixed volume. The solution is then titrated with $0.10 \mathrm{moldm}^{-3}$ solution of sodium hydroxide. Find the mass of copper metal in the solution if $50.0 \mathrm{cm}^{3}$ of the sodium hydroxide solution is required to neutralize the solution.,What mass of copper metal was dissolved in the nitric acid?,2.50 g,,,,,1
Yes,A certain mass of copper metal is dissolved in concentrated nitric acid and the solution is made up to a fixed volume. The solution is then titrated with $0.10 \mathrm{moldm}^{-3}$ solution of sodium hydroxide. Find the mass of copper metal in the solution if $50.0 \mathrm{cm}^{3}$ of the sodium hydroxide solution is required to neutralize the solution.,What mass of copper metal was dissolved in the nitric acid?,2.50 g,,,,,1
No,None,Give the name of the bond that holds the atoms in the following molecules together.,,Chemistry,,,,1
No,None,Give the name of the bond that holds the atoms in the following molecules together.,,Chemistry,,,,1
No,None,Give the name of the bond that holds the atoms in the following molecules together.,,Chemistry,,,,1
No,None,Give the name of the bond that holds the atoms in the following molecules together.,,Chemistry,,,,1
No,None,Calculate the concentration of a solution of $0.1 \mathrm{moldm}^{-3}$ $\mathrm{NaCl}$ in water at $25^{\circ} \mathrm{C}$ if the density of the solution is $1.02 \mathrm{~g} \mathrm{~cm}^{-3}$.,,Chemistry,,,,1
No,None,Calculate the concentration of a solution of $0.1 \mathrm{moldm}^{-3}$ $\mathrm{NaCl}$ in water at $25^{\circ} \mathrm{C}$ if the density of the solution is $1.02 \mathrm{~g} \mathrm{~cm}^{-3}$.,,Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Explain why the solubility of $\mathrm{NaCl}$ is greater in water than in ethanol.,"$\mathrm{NaCl}$ is a polar compound and ethanol is a polar solvent so the forces of attraction between the solvent and the solute are stronger in water than in ethanol. Hence, $\mathrm{NaCl}$ is more soluble in water than in ethanol.<|end_of_text|>",Chemistry,,,,1
No,None,Name the type of bond that holds the atoms of a diatomic molecule together.,Covalent<|end_of_text|>,Chemistry,,,,1
No,,Angiosperms have dominated land plants cheaply because of their nature of self-fertilization.,False,Biology,,,,4
No,,Angiosperms have dominated land plants cheaply because of their ability to produce a large number of seeds.,False,Biology,,,,4
No,,Angiosperms have dominated land plants cheaply because of the ability to adapt to diverse habitat.,True,Biology,,,,4
Yes,The graph of the equation x<sup>2</sup> + y<sup>2</sup> = 16 is symmetric with respect to;,The x-axis.,True,Mathematics,,,,4
Yes,The graph of the equation x<sup>2</sup> + y<sup>2</sup> = 16 is symmetric with respect to;,The y-axis.,True,Mathematics,,,,4
Yes,The graph of the equation x<sup>2</sup> + y<sup>2</sup> = 16 is symmetric with respect to;,The origin.,True,Mathematics,,,,4
No,,There is a difference between the pressure exerted by a gas and a pressure exerted by the weight of a mass resting on a surface.,True,Physics,,,,4
No,,A plot of pressure versus the reciprocal of the temperature at constant volume will give a straight line.,False,Physics,,,,4
No,,Avogadro’s law suggest equal volumes of helium gas and hydrogen gas at the same temperature and pressure contains the same number of atoms.,False,Chemistry,,,,4
No,,The gravitational field strength on the surface of a uniform spherical body is proportional to the radius of the body.,False,Physics,,,,4
No,,The gravitational field strength on the surface of a uniform spherical body is proportional to the mass of the body.,True,Physics,,,,4
No,,The gravitational field strength on the surface of a uniform spherical body is proportional to the inverse square of the radius of the body.,True,Physics,,,,4
No,,Basal metabolic rate in mammals is controlled by the liver.,False,Biology,,,,4
No,,Basal metabolic rate in mammals is controlled by the heart.,False,Biology,,,,4
No,,Basal metabolic rate in mammals is controlled by the thyroid.,True,Biology,,,,4
No,,Vertically opposite angles are adjacent.,False,Mathematics,,,,4
No,,Vertically opposite angles are complementary.,False,Mathematics,,,,4
No,,Vertically opposite angles are congruent.,True,Mathematics,,,,4
No,,The intermolecular forces in GaF<sub>₃</sub> are dipole- dipole.,False,Chemistry,,,,4
No,,The intermolecular forces in CH<sub>3</sub>Cl are dipole- dipole.,True,Chemistry,,,,4
No,,The intermolecular forces in Ch<sub>2</sub>Cl<sub>2</sub> are induce dipole- induce dipole.,False,Chemistry,,,,4
No,,The electric field inside a positively charge hollow conducting sphere is directed towards the centre of the sphere.,False,Physics,,,,4
No,,The electric field outside a positively charge hollow conducting sphere is directed away from the centre of the sphere.,True,Physics,,,,4
No,,The magnitude of electric field inside a hollow conducting sphere increase linearly from the centre of the sphere to its surface.,False,Physics,,,,4
No,,The escape velocity of a surface of a spherical celestial body depends on the surface of the radius of the body.,True,Physics,,,,4
No,,The escape velocity of a surface of a spherical celestial body depends on the surface of the radius of the body.,True,Physics,,,,4
No,,The escape velocity from the surface of a spherical celestial body depends on the surface gravity of the body.,True,Physics,,,,4
No,,Two spherical celestial bodies have the same escape velocity if they have the same surface gravity,False,Physics,,,,4
No,,In the smelting of iron in the blast furnace the sole function of the added coke is to provide the needed heat energy.,False,Chemistry,,,,4
No,,In the blast furnace the carbon(II) oxide formed reduces the iron(III)  oxide in the ore to iron in two different chemical reactions.,True,Chemistry,,,,4
No,,The temperature inside the blast furnace is not uniform the top being hotter than the bottom.,False,Chemistry,,,,4
No,,Sister chromatids allows cells to store two copies of their DNA while the cell prepare to divide.,True,Biology,,,,4
No,,Sister chromatid help to ensure that both daughter cells get a copy of each of the pairings cells chromosomes.,True,Biology,,,,4
No,,Sister chromatids cross over to produce new genetic diversity in the daughter cell.,False,Biology,,,,4
No,,"If the binary number abc<sub>2</sub>= 5, then a = 1, b = 1 and c = 0",False,Mathematics,,,,4
No,,"If the binary number abc<sub>2</sub>= 4, then a = 1, b = 0, and c = 0",True,Mathematics,,,,4
No,,"If the binary number abc<sub>2</sub>= 7, then a = 1, b = 1 and c =1.",True,Mathematics,,,,4
No,,The focal length in air of a bi- convex lens made of glass of refractive index 1.5 is greater than the focal length of the same lens in a liquid of refractive index of 1.3.,False,Physics,,,,4
No,,The focal length in air of a bi- convex lens made of glass of refractive index 1.5 is equals the focal length of the same lens in a water.,False,Physics,,,,4
No,,The focal length in air of a biconvex lens made of glass of refractive index 1.5 is positive whereas the focal length of the same lens in a liquid of refractive index 16 is negative.,True,Physics,,,,4
No,,Atoms of calcium with atomic number 20 have s electrons at 4 different energy level.,True,Chemistry,,,,4
No,,The atom of an element with atomic number 16 has uncompleted outermost subshell.,True,Chemistry,,,,4
No,,There are 18 elements in period 4 and 32 in period 5 of the Periodic Table,False,Chemistry,,,,4
No,,Chemoautotrophs are by far the most common type of produces on air.,False,Biology,,,,4
No,,Most Chemoautotrophs use a pigment such as chlorophyll to catch photons from the sun and harvest their energy.,False,Biology,,,,4
No,,"Herbivores, Carnivores and Omnivores are all heterotrophs",True,Biology,,,,4
No,,"Under a reflection in a plane, distance and angular measure are preserved.",True,Physics,,,,4
No,,"Under a magnification of a polygon, angular measure is not preserved.",False,Physics,,,,4
No,,Under a reflection area of a polygon is preserved.,True,Physics,,,,4
Yes,The diameter of a solid sphere is d.,The surface area of the sphere is given by x = &pi;d2,True,Physics,,,,4
Yes,The diameter of a solid sphere is d.,The volume of the sphere is given by V = 2&pi;d3 / 3,False,Mathematics,,,,4
Yes,The diameter of a solid sphere is d.,The cross sectional area of a hemisphere of the sphere is a = &pi;∏d2 / 2,False,Mathematics,,,,4
No,,Carbon- carbon bond cannot be oxidized.,False,Chemistry,,,,4
No,,Any hydrocarbon with the general formula CnH<sub>2</sub>N will always react with hydrogen in the presence of palladium or nickel.,False,Chemistry,,,,4
No,,The acronym DDT stands for dichlorodiphenyltrichloromethane,False,Chemistry,,,,4
No,,Copepods lack circulatory system and gill instead oxygen is absorbed directly by the skin.,True,Biology,,,,4
No,,Most copepods contain one centrally located compound eye however some species lack an eye.,True,Biology,,,,4
No,,Copepods possess specialize thoracic appendages called maxillipeds that are used for feeding.,True,Biology,,,,4
No,,The numerical aperture of a step index optical fibre equals the difference between the cladding and core refractive indices.,False,Physics,,,,4
No,,The numerical aperture of a step index optical fibre equals the average of the cladding and core refractive indices.,False,Physics,,,,4
No,,The greater the numerical aperture of a step index optical fibre the greater the maximum angle of incidence for light guided by the core.,True,Physics,,,,4
Yes, X is a real number,"If x2 > 4, then x > 2",False,Mathematics,,,,4
Yes, X is a real number,"If x3 < -27, then x < -3",True,Mathematics,,,,4
Yes, X is a real number,"If x2 < -3, then x > -3",True,Mathematics,,,,4
No,,Silica is a giant molecule in which silicon oxygen silicon bond are all covalent.,True,Chemistry,,,,4
No,,Aluminium oxide and silicon oxide are both amphoteric.,False,Chemistry,,,,4
No,,Catalyst perform their functions without undergoing any chemical change.,True,Chemistry,,,,4
Yes,State whether this statement are true or false about the hurdles to human cloning.,There are no individuals ready to be cloned,False,Biology,,,,4
Yes,State whether this statement are true or false about the hurdles to human cloning.,They are legal and ethical issues involved in the process,True,Biology,,,,4
Yes,State whether this statement are true or false about the hurdles to human cloning.,A low percentage of the nuclear transfers results in non-viable organism,False,Biology,,,,4
Yes,In an experiment to investigate coulombs law two identical insulated spheres are suspended close to each other and each is given the same charge Q.,If the charge on it sphere is doubled the repulsive force on each of them doubles.,False,Physics,,,,4
Yes,In an experiment to investigate coulombs law two identical insulated spheres are suspended close to each other and each is given the same charge Q.,If the charge on it sphere is doubled the repulsive force on each of them doubles.,False,Physics,,,,4
Yes,In an experiment to investigate coulombs law two identical insulated spheres are suspended close to each other and each is given the same charge Q.,If the separation between the spheres is halved the repulsive force on each of them is quadruples.,True,Physics,,,,4
No,,The repulsive force on each sphere is proportional to common charge Q on each of them.,False,Physics,,,,4
No,,Chromatic aberration in a spherical lens results in a blurred image because light rays passing through the lens at different distances from the pole are brought to focus at different points.,False,Physics,,,,4
No,,Chromatic aberration is not observed in the images formed by curved mirrors.,True,Physics,,,,4
Yes,A and B are polynomial expressions.,"If AB = 0, then A = 0.",False,Mathematics,,,,4
Yes,A and B are polynomial expressions.,"If AB = 0, then A = 0.",False,Mathematics,,,,4
Yes,A and B are polynomial expressions.,If A/B is undefined the B = 0.,True,Mathematics,,,,4
Yes,A and B are polynomial expressions.,If A/B is undefined then A = 0.,True,Mathematics,,,,4
No,,On adding dilute HCI to sodium sulphide a gas that decolourises acidified KMnO4 solution is given out.,True,Chemistry,,,,4
No,,"On adding dilute H2SO4 to sodium trioxosulphate (IV) solution, a solution that decolourises acidified KMnO4 is given out.",True,Chemistry,,,,4
No,,"On adding AgNO3 solution to a solution, the formation of a solid that does not dissolve in dilute HNO3 but dissolves in ammonia solution indicates the presence of chloride in the solution.",True,Chemistry,,,,4
No,,Red algae differ from other algal forms in lacking flagellated reproductive cells.,True,Biology,,,,4
No,,The red algae and brown algae are predominantly unicellular.,False,Biology,,,,4
No,,In some algae both haploid and diploid cells undergo mitosis.,True,Biology,,,,4
No,,"The transformation in the plane given by (x, y) → (-x, y)is a reflection in the x-axis.",False,Mathematics,,,,4
No,,"The transformation in the plane given by(x, y) → (-x, -y) is a reflection in the origin.",True,Mathematics,,,,4
No,,"The transformation in the plane given by(x, y) → (y, x)is a reflection in the line y = x.",True,Mathematics,,,,4
No,,Fleshy fruits are adapted to wind dispersal.,False,Biology,,,,4
No,,Dry fruits are adapted for dispersal by mammals.,False,Biology,,,,4
No,,Fleshy fruits have soft and pulpy pericarp at maturity and the endocarp hardens.,True,Biology,,,,4
No,,Nucleons are held in the nucleus of an atom by an electrostatic forces.,False,Physics,,,,4
No,,Nuclear binding energy accounts for the mass difference between a light nucleus and the sum of the masses its constituents.,True,Physics,,,,4
No,,The range of the fundamental force that binds nucleons in an atomic nucleus is very large.,False,Physics,,,,4
No,,The chloride ion is smaller than chlorine atom.,False,Chemistry,,,,4
No,,The sodium ion(Na+)is bigger than magnesium ion(Mg2+).,True,Chemistry,,,,4
No,,Atomic size decreases from left to right in a period of the Main Group elements.,True,Chemistry,,,,4
No,,A statement is true if its negation is false.,True,Mathematics,,,,4
No,,"If a statement is true, then its converse is also true.",False,Mathematics,,,,4
No,,"If as statement is false, then its converse is true.",False,Mathematics,,,,4
No,,The ribosomes of prokaryotes and of eukaryotes are somewhat similar in that both consist of different sized sub-units.,True,Biology,,,,4
No,,The ribosomes of prokaryotes and of eukaryotes are somewhat similar in that both consist of different sized sub-units.,True,Biology,,,,4
No,,"In eukaryotic cells, the utilization of food molecules such as glucose begins in the mitochondrion.",False,Biology,,,,4
No,,The net capacitance of two capacitors in parallel equals the sum of the capacitances of the capacitors.,True,Physics,,,,4
No,,"When an alternating potential difference is applied across the terminals of a capacitor, the amplitude of the current that flows is directly proportional to the frequency.",True,Physics,,,,4
No,,The reactance of an ideal capacitor is directly proportional to frequency.,False,Physics,,,,4
No,,Polymerization of ethane into polythene can be initiated using a cation or anion or a free radical.,True,Chemistry,,,,4
No,,"In the polymerization of 1, 3-butadiene, there will always be a double bond in the chain.",False,Chemistry,,,,4
No,,Proteins are examples of condensation polymers.,True,Chemistry,,,,4
No,,One and only one straight line can be drawn through any two points in a plane.,True,Mathematics,,,,4
No,,Two distinct lines in a plane can intersect in at most one point.,True,Mathematics,,,,4
No,,Two lines in a plane can intersect in more than one point.,True,Mathematics,,,,4
No,,"In a food chain, the first topic level is occupied by herbivores.",False,Biology,,,,4
No,,The organisms in the first tropic level of a food chain are secondary consumers.,False,Biology,,,,4
No,,A food chain also shows how the organisms are related to each other by the food they eat.,True,Biology,,,,4
No,,The first Ionization energy of sodium is lower than that of potassium.,False,Chemistry,,,,4
No,,The first Ionization energy of carbon is lower than that of boron.,False,Chemistry,,,,4
No,,The first Ionization energy of boron is lower than that of beryllium because boron is a smaller atom.,False,Chemistry,,,,4
No,,The anterior end of paramecium is blunt.,True,Biology,,,,4
No,,The gullet of paramecium is lined with cilia.,True,Biology,,,,4
No,,The vacuole of Paramecium is stationary.,False,Biology,,,,4
No,,The greatest square factor of 200 is 25.,False,Mathematics,,,,4
No,,π is a rational number.,False,Mathematics,,,,4
No,,Any terminating or recurring decimal is a rational number.,True,Mathematics,,,,4
No,,The specific latent heat of fusion of a solid is the thermal energy required to melt a sample of the solid at constant temperature.,False,Physics,,,,4
No,,"Because the temperature of a melting solid remains constant, its total internal energy also remains constant during melting.",False,Physics,,,,4
No,,The thermal energy absorbed when a solid melts at a constant temperature equals the thermal energy liberated when the liquid formed freezes at constant temperature.,True,Physics,,,,4
No,,Hydrogen is the abundant element in the universe.,False,Chemistry,,,,4
No,,Silicon is the most abundant element in the earth's crust.,True,Chemistry,,,,4
No,,Calcium is more abundant than aluminium in the earth's crust.,False,Chemistry,,,,4
No,,Wind pollinated flowers produce smaller quantities of sticky pollen.,False,Biology,,,,4
No,,Wind pollinated plants produce small inconspicuous scentless flowers.,True,Biology,,,,4
No,,Wind pollinated plants produce small anthers which are firmly attached to the filament.,False,Biology,,,,4
No,,Only a square matrix has a determinant.,True,Mathematics,,,,4
No,,The determinant of a square matrix is always positive.,False,Mathematics,,,,4
No,,A matrix has an inverse if the determinant is zero.,False,Mathematics,,,,4
No,,"In an isothermal process involving a fixed quantity of an ideal gas, pressure is inversely proportional to volume.",True,Chemistry,,,,4
No,,"In an isobaric ideal gas process, temperature is inversely proportional to volume.",False,Chemistry,,,,4
No,,An isometric ideal gas process occurs at a constant volume.,True,Chemistry,,,,4
No,,All protozoans are multicellular organisms.,False,Biology,,,,4
No,,Some free living flagellate species survive by preying on other protists.,True,Biology,,,,4
No,,Some flagellates are human pathogens.,True,Biology,,,,4
No,,Solid phosphorus is made up of P4 units held by electrostatic charges.,False,Chemistry,,,,4
No,,Argon exists as free atoms held by Van Der Waals forces.,True,Chemistry,,,,4
No,,"The allotrope of sulphur stable below <b>98&deg;C</b> α-sulphur, and it is made up of molecule of octagonal rings of sulphur.",True,Chemistry,,,,4
No,,"If the expression <b>(&kappav; - 1) (&kappav; + 2) = 6</b>, then <b>&kappav; – 1 = 6</b>, or <b>&kappav; + 2 = 6.",False,Mathematics,,,,4
No,,A quadratic equation always has two real roots.,False,Mathematics,,,,4
No,,"If <b>&kappav;<sup>2</sup> = 9</b>, then &kappav; = 3.",False,Mathematics,,,,4
No,,The moment of inertia of a spherical shell about an axis passing through its centre is proportional to the radius of the shell.,False,Physics,,,,4
No,,The moment of inertia of a spherical shell about an axis through its surface is larger than its moment of inertia about an axis through it centre.,True,Physics,,,,4
No,,The moment of inertia of a spherical shell about an axis passing through its centre of the shell is proportional to the mass of the shell.,True,Physics,,,,4
No,,The nucleus is usually the largest organelle in the cell.,True,Biology,,,,4
No,,The nucleus of most animal cell is substantially larger than most entire prokaryotic cells.,True,Biology,,,,4
No,,The possession of a membrane-bound organelle is a defining property of the prokaryotic cell.,False,Biology,,,,4
No,,The shape of the water molecule is V or bent.,True,Chemistry,,,,4
No,,The shape of the CO<sub>2</sub> molecule is V or bent.,False,Chemistry,,,,4
No,,"The four carbons in 1, 3-butadiene are not in the same plane.",False,Chemistry,,,,4
No,,A repeating decimal is not an irrational number.,True,Mathematics,,,,4
No,,A terminating decimal is a rational number.,True,Mathematics,,,,4
No,,"A non- terminating, non-repeating decimal is an irrational number.",True,Mathematics,,,,4
