has_preamble,preamble_text,question,answer,subject,question_type,form,difficulty,subject_topic
Yes,Find the centre of the circle with the given equation,$x^{2}+y^{2}-4 x+6 y-16=0$,"$(2,-3)$",Mathematics,1,NY,NY,NY
Yes,Find the centre of the circle with the given equation,$x^{2}+y^{2}+3 x-5 y+10=0$,"$\left(-\frac{3}{2}, \frac{5}{2}\right)$",Mathematics,1,NY,NY,NY
No,,The outer membrane of the nucleus is connected and continuous with which organelle?,Endoplasmic reticulum,Biology,1,NY,NY,NY
No,,"Which organ in the human body is responsible for removal of drugs, and many poisonous substances from general circulation?",Liver,Biology,1,NY,NY,NY
No,,"Name the product formed at the anode in the electrolysis of $\mathrm{CuSO}_{4}$ solution, if the anode is carbon.",Oxygen gas $\left(4 \mathrm{OH}^{-} \longrightarrow 2 \mathrm{H}_{2} \mathrm{O}+\mathrm{O}_{2}+4 e\right)$,Chemistry,1,NY,NY,NY
No,,Name the product discharged at the cathode in the electrolysis of sodium chloride solution using carbon cathode. $(\mathrm{C})$,Hydrogen gas $\left(2 H^{+}+2 e \rightarrow H_{2}(g)\right)$,Chemistry,1,NY,NY,NY
Yes,The same question to be posed to each contestant.,"A potter slowly drops a piece of clay onto a rotating potter's wheel. Select one physical quantity that is not conserved from the following list: angular speed, angular momentum, kinetic energy, mechanical energy.","Kinetic energy, mechanical energy or angular speed",Physics,1,NY,NY,NY
Yes,The same question to be posed to each contestant.,"A potter slowly drops a piece of clay onto a rotating potter's wheel. Select one physical quantity that is not conserved from the following list: angular speed, angular momentum, kinetic energy, mechanical energy.","Kinetic energy, mechanical energy or angular speed",Physics,1,NY,NY,NY
Yes,Find the derivative of the function.,$y=2 x^{3}-6 x+5$,$\frac{d y}{d x}=6 x^{2}-6$,Mathematics,1,NY,NY,NY
Yes,Find the derivative of the function.,$y=3 x^{2}-7 x+5$,$\frac{d y}{d x}=6 x-7$,Mathematics,1,NY,NY,NY
No,,Which structure in cockroaches is responsible for the removal of nitrogenous waste?,Malpighian tubules,Biology,1,NY,NY,NY
No,,What name is given to the upper lip of the cockroach?,Labrum,Biology,1,NY,NY,NY
No,,"Complete the following statement: All chlorides, bromides and iodides are soluble in water except those of $(\mathrm{C})$",Lead and Silver,Chemistry,1,NY,NY,NY
No,,Complete the following statement: All salts of are water soluble.,"$\mathrm{Na}^{+}, \mathrm{K}^{+}$and $\mathrm{NH}_{4}^{+}[\mathrm{Na}, \mathrm{K}$ and Ammonia $]$",Chemistry,1,NY,NY,NY
No,,"Which of the following is not produced by heat: expansion, electron emission, electrolysis?",Electrolysis,Chemistry,1,NY,NY,NY
No,,"Which of the following properties of a solid is not changed by heating: density, electrical resistance, specific latent heat of fusion?",Specific latent heat of fusion,Physics,1,NY,NY,NY
Yes,Find the scalar product of the two vectors,$\boldsymbol{a}=2 \boldsymbol{i}+3 \boldsymbol{j}$ and $\boldsymbol{b}=3 \boldsymbol{i}+2 \boldsymbol{j}$,$12[2 \times 3+3 \times 2=6+6=12]$,Mathematics,1,NY,NY,NY
Yes,Find the scalar product of the two vectors,$\boldsymbol{a}=5 \boldsymbol{i}$ and $\boldsymbol{b}=-3 \boldsymbol{j}$,$0[5 \times 0+0 \times-3=0$ ],Mathematics,1,NY,NY,NY
No,,Which structure in the cell wall of plants allows fluids and dissolved substances to pass through primary walls of adjacent cells?,Plasmodesmata,Biology,1,NY,NY,NY
No,,Which structure in the cell wall of plants allows fluids and dissolved substances to pass through secondary walls of adjacent cells?,Pit,Biology,1,NY,NY,NY
No,,"Which of the following compounds could be considered as Bronsted-Lowry base: $\mathrm{NaOH}, \mathrm{NH}_{3}$, $\mathrm{ZnCl}_{2} ?","$\mathrm{NaOH}, \mathrm{NH}_{3}$ (both are proton acceptors)",Chemistry,1,NY,NY,NY
No,,What type of acid in $\mathrm{AlCl}_{3}$ ?,Lewis acid (e-pair acceptor),Chemistry,1,NY,NY,NY
No,,What are phenols (with regards to chemical structure)?,Chemicals with $\mathrm{OH}$ bonded to a benzene group.,Chemistry,1,NY,NY,NY
No,,Which of the two compounds will have a higher boiling point (Chlorobutane or Bromobutane $)$?,Bromobutane will have a higher boiling point because of the higher molar mass.,Chemistry,1,NY,NY,NY
No,,Name the type of bond that links amino acids together.,Peptide bonds/Amide,Chemistry,1,NY,NY,NY
No,,What name is given to a polymer of nucleotides?,Nucleic acid,Chemistry,1,NY,NY,NY
No,,Find the derivative of the given function: $y=\sin x$.,$\frac{d y}{d x}=\cos x$,Mathematics,1,NY,NY,NY
No,,Find the derivative of the given function: $y=\cos x$,$\frac{d y}{d x}=-\sin x$,Mathematics,1,NY,NY,NY
No,,What interactions occur between molecules in an ideal gas?,None or elastic collisions,Chemistry,1,NY,NY,NY
No,,What is the SI unit of magnetic induction?,"Tesla $\left(\mathrm{Vsm}^{-2}, \mathrm{NA}^{-1} \mathrm{~m}^{-1}\right.$ or $\left.\mathrm{Wbm}^{-2}\right)$",Physics,1,NY,NY,NY
No,,Which law relates the pressure of an ideal gas to its volume at constant temperature?,Boyle's Law,Chemistry,1,NY,NY,NY
No,,Which parameters of an ideal gas are related in Charles' law?,Volume and temperature,Chemistry,1,NY,NY,NY
No,,Which part of the cell is responsible for the storage of information?,The Nucleus,Biology,1,NY,NY,NY
No,,Which part of the cell is responsible for the selective passage of molecules in and out of the cell?,Plasma membrane,Biology,1,NY,NY,NY
No,,What is the atomic number of the element fluorine?,$9\left(1 s^{2} 2 s^{2} 2 p^{5}\right)$,Chemistry,1,NY,NY,NY
No,,What is the atomic number of Beryllium?,$4\left(1 s^{2} 2 s^{2}\right)$,Chemistry,1,NY,NY,NY
No,,"If alpha particles and neutrons are made to pass through a uniform magnetic field, which will not be deflected?",Neutrons,Chemistry,1,NY,NY,NY
No,,"A thick aluminium vessel contains radioactive sources which emit alpha, beta and gamma radiation. Which of the radiations will most likely be detected outside the container?",Gamma,Chemistry,1,NY,NY,NY
No,,Name the law governing the interaction between stationary and electric charges.,Coulomb's law,Physics,1,NY,NY,NY
No,,Who is credited with the discovery of the law of gravitation?,Sir Isaac Newton,Physics,1,NY,NY,NY
No,,Name the plants cells that are usually found in young herbaceous plants.,Collenchyma,Biology,1,NY,NY,NY
No,,What name is given to parenchyma cells that contain chloroplast?,Chlorenchyma,Biology,1,NY,NY,NY
No,,What is the most common valency of Barium?,$2\left(\mathrm{Ba}^{2+}\right)$,Chemistry,1,NY,NY,NY
No,,What is the common ion of Chlorine?,$\mathrm{Cl}^{-}$,Chemistry,1,NY,NY,NY
No,,The fleshy parts of a fruit are made of which type of cells?,Parenchyma,Biology,1,NY,NY,NY
No,,What name is given to a vascular bundle that has a cambium layer separating the phloem from the xylem?,Open vascular bundle,Biology,1,NY,NY,NY
No,,How can pure water in a closed vessel be made to boil at $50^{\circ} \mathrm{C}$ ?,By reducing the pressure in the vessel,Chemistry,1,NY,NY,NY
No,,What determines the internal energy of an ideal gas?,Temperature,Chemistry,1,NY,NY,NY
Yes,Find the distance between the given points.,"$(2,5)$ and $(2,-5)$.",10,Mathematics,1,NY,NY,NY
Yes,Find the distance between the given points.,"$(-3,2)$ and $(5,2)$.",8,Mathematics,1,NY,NY,NY
Yes,What is the identity for the given set operation?,Union,$\phi$ empty set,Mathematics,1,NY,NY,NY
Yes,What is the identity for the given set operation?,Intersection,U universal set,Mathematics,1,NY,NY,NY
Yes,Identify the locus. $(\mathrm{M})$,Points in a plane equidistant from a fixed point in the plane.,Circle,Mathematics,1,NY,NY,NY
Yes,Identify the locus. $(\mathrm{M})$,Points in a plane equidistant from a given line in the plane.,Parallel line to the given line,Mathematics,1,NY,NY,NY
No,,What is the function of nerve cells?,Transmission impulses,Biology,1,NY,NY,NY
No,,What name is given to the nucleated part of the nerve cell?,Cell body/Centron,Biology,1,NY,NY,NY
No,,Find the volume of a right circular cylinder of height $14 \mathrm{~cm}$ and radius $10 \mathrm{~cm}$. Take $\pi=\frac{22}{7}$ .,$4400 \mathrm{~cm}^{3}$ or 4.4 litres $\left[V=\pi r^{2} h=\frac{22}{7} \times 10^{2} \times 14=22 \times 200=4400 \mathrm{~cm}^{3}\right]$,Mathematics,1,NY,NY,NY
No,,"Find the volume of a right circular cone of height $21 \mathrm{~cm}$ and base radius $10 \mathrm{~cm} .\left(\right.$ Take $\pi=\frac{22}{7}$ ).
$(\mathrm{M})$",$2200 \mathrm{~cm}^{3}$ or 2.2 litres $\left[V=\frac{1}{3} \pi r^{2} h=\frac{1}{3} \times \frac{22}{7} \times 10^{2} \times 21=22 \times 10^{2}=2200 \mathrm{~cm}^{3}\right]$,Mathematics,1,NY,NY,NY
No,,What is the major component of natural gas?,Methane $[85 \%]$,Chemistry,1,NY,NY,NY
No,,What is the smell of the major component of the LPG sold in cylinders for domestic use?,Major component is Butane - no smell [A little smelly x is added to enable leaks to be detected],Chemistry,1,NY,NY,NY
No,,How must a stationary firearm be aimed in order to strike a distant stationary target and why?,It must be aimed above the target to compensate for downward motion of the projectile,Physics,1,NY,NY,NY
No,,How must a stationary firearm be aimed in order to strike a target that begins to fall freely at the moment the shot is fired and why?,It must be aimed directly at the target; the projectile and target fall equal distances in the same time so the target is struck if both projectile and target remain airborne long enough,Physics,1,NY,NY,NY
No,,What is a protogynous flower?,A flower in which the gynoecium/female part matures before the male part,Biology,1,NY,NY,NY
No,,What name is given to roots that grow upwards into the air and enables the roots to take in air?,Pneumatophores,Biology,1,NY,NY,NY
No,,"A geometric sequence has second term 24, and fifth term 648. Find the first term and the common ratio. 
$$
\begin{aligned}
& U_{2}=a r=24 \\
& J_{5}=a r^{4}=648
\end{aligned} \quad \therefore \quad r^{3}=\frac{648}{24}=\frac{81}{3}=27 \quad \Rightarrow r=3, a=8
$$","First term a $=8$, common ratio $\mathrm{r}=3\left[U_{5}=a r^{4}=648 \quad \cdots \quad 24 \quad 3 \quad\right.$ ]",Mathematics,1,NY,NY,NY
No,,"A linear sequence (AP) has third term 7 and sixth term 13. Find the first term and the common difference. 
$$
U_{3}=a+2 d
$$","First term $\mathrm{a}=3$, common difference $=2\left[\begin{array}{cll}U_{6}=a+5 d=13 & \therefore 3 d=6 \Rightarrow d=2 \text { and } a=3\end{array}\right]$",Mathematics,1,NY,NY,NY
No,,Give the products formed when magnesium reacts with steam.,Magnesium oxide and hydrogen gas $\left(\mathrm{MgO}+\mathrm{H}_{2}\right)$,Chemistry,1,NY,NY,NY
No,,Give the products of the reaction between red hot coke and steam.,Carbon II oxide (CO) and hydrogen $\left(\mathrm{H}_{2}\right)$ [The mixture is called water gas],Chemistry,1,NY,NY,NY
No,,Why do sunsets appear orange?,Short wavelength (blue) components of sunlight are strongly scattered and removed as the light traverses the long path through the atmosphere at sunset.,Physics,1,NY,NY,NY
No,,What phenomena account for the rainbow?,"Refraction, reflection and dispersion",Physics,1,NY,NY,NY
No,,The evolutionary history of a group of organisms is known as?,Phylogeny,Biology,1,NY,NY,NY
No,,What name is given to a string of ribosomes that simultaneously translate the same mRNA strand during protein synthesis?,Polysome,Biology,1,NY,NY,NY
Yes,Express the percentage as a decimal $(\mathrm{M})$,$42 \%$,$^{0.42}\left[42 \%=\frac{42}{100}=0.42\right]$,Mathematics,1,NY,NY,NY
Yes,Express the percentage as a decimal $(\mathrm{M})$,$275 \%$,$\left.2.75 \frac{275}{[100}=2.75\right]$,Mathematics,1,NY,NY,NY
No,,Name the class of compounds with the general structure $R-O-R^{\prime}(\mathrm{C})$,Ethers,Chemistry,1,NY,NY,NY
No,,Name the class of compounds with the general structure $R-\stackrel{C}{ }-O R^{\prime}(\mathrm{C})$,Esters,Chemistry,1,NY,NY,NY
No,,At what angle to the horizontal must a projectile be launched for the greatest horizontal range?,$45^{\circ}$,Physics,1,NY,NY,NY
No,,An object at the end of a string is being whirled in a vertical circle at constant speed when the string is released. At what position of the string will the object attain the greatest height?,Horizontal position [There is then no horizontal velocity component and the height is greatest],Physics,1,NY,NY,NY
No,,What is a protandrous flower?,A flower in which the androecium/male part matures before the female part,Biology,1,NY,NY,NY
No,,What is a pistillate flower?,A flower without male (Stamen/androecium) parts / A flower with only female (gynoecium) parts,Biology,1,NY,NY,NY
No,,"Two events $A$ and $B$ in a sample space $S$ are such that $P(A)=0.7, P(B)=0.5$ and $A$ and $B$ are independent. Find P(AUB).",$P(A \cup B)=0.85[P(A \cup B)=P(A)+P(B)-P(A \cap B)=0.7+0.5-0.35=0.85]$,Mathematics,1,NY,NY,NY
No,,"Two events $A$ and $B$ are mutually exclusive. If $P(A)=0.5$ and $P(B)=0.3$, find $P(A U B)$.","$P(A \cap B)=0$ since $A \& B$ are mutually exclusive
$0.8[\quad P(A \cup B)=P(A)+P(B)=0.5+0.3=0.8 \quad]$",Mathematics,1,NY,NY,NY
No,,Give any three of the oxidation states shown by chlorine in its compounds.,"$-1,+1,+2,+3,+4,+5,+6,+7$",Chemistry,1,NY,NY,NY
No,,To which group of the Periodic Table would an element with the following electronic configuration belong? $1 s^{2} 2 s^{2} 2 p^{6} 3 s^{2} 3 p^{4}$.,Group IV [6 valence electrons $\left.3 s^{2} 3 p^{4}\right]$,Chemistry,1,NY,NY,NY
No,,"If the diameter of the ram in a hydraulic press is three times the diameter of its pump piston, how far does the ram move if the piston is displaced $27 \mathrm{~cm}$ ? $(\mathrm{P})$",$3 \mathrm{~cm}\left[\right.$ Ram displacement $=\frac{\text { piston area }}{\text { ramarea }} \times$ displacement $\left.=\frac{1}{9} \times 27=3 \mathrm{~cm}\right]$,Physics,1,NY,NY,NY
No,,"If the diameter of the ram in a hydraulic press is three times the diameter of its pump piston, what force is needed on the piston if the ram must exert $180 \mathrm{~N}$ ?",$20 \mathrm{~N}\left[F_{\text {piston }}=F_{\text {ram }} \times \frac{\text { piston area }}{\text { ram area }}=180 \times \frac{1}{9}=20 \mathrm{~N}\right]$,Physics,1,NY,NY,NY
Yes,"PREAMBABLE
Use the discriminant to determine the number of real solutions of the equation",$x^{2}+8 x+3=0$,2 solutions $\left[b^{2}-4 a c=8^{2}-4 \times 3=64-12=52>0 \quad \therefore \quad 2\right.$ roots $]$,Mathematics,1,NY,NY,NY
Yes,"PREAMBABLE
Use the discriminant to determine the number of real solutions of the equation",$2 x^{2}+x+3=0$,"No solution or 0 solution
$$
\left[b^{2}-4 a c=1^{2}-4 \times 2 \cdot 3=1-24=-23<0 \quad \therefore \text { no solution }\right]
$$",Mathematics,1,NY,NY,NY
No,,"When two equally mistuned instruments are sounded together, a $5 \mathrm{~Hz}$ beat is heard. What will be the beat frequency if one of them is sounded with a properly tuned instrument?","$2.5 \mathrm{~Hz}$ [ Since the instruments are equally mistuned and a beat is heard, one must have a higher and the other a lower frequency than the correct frequency so each is mistuned by half of $5 \mathrm{~Hz}$ ]",Physics,1,NY,NY,NY
No,,"When a loud speaker placed $67 \mathrm{~cm}$ behind a second loud speaker emits a note together with the other speaker, no sound is heard in front of the speakers. What is the longest wavelength of the note emitted by the speakers?",$1.34 \mathrm{~m}$ [Destructive interference occurs when the path difference is an odd multiple of half the wavelength. The longest wavelength is therefore $2 \times 0.67 \mathrm{~m}=1.34 \mathrm{~m}$.],Physics,1,NY,NY,NY
No,,Name the types of van der Waal's forces experienced by organic and other compounds.,"Dipole-dipole, Induced dipole-Induced dipole",Chemistry,1,NY,NY,NY
No,,What type of van der Waal's force will be experienced by $\mathrm{CO}_{2}$ molecules in gaseous state?,Induced dipole-Induced dipole,Chemistry,1,NY,NY,NY
No,,Name the two main components of the Central nervous system.,Brain and spinal cord,Biology,1,NY,NY,NY
No,,The peripheral nervous system consists of?,Cranial nerves and spinal nerves,Biology,1,NY,NY,NY
Yes,Express the binary number as a decimal number $(\mathrm)$,$1011_{2}$,$11\left[\left(1 \times 2^{3}\right)+(1 \times 2)+1=8+2+1=11\right]$,Mathematics,1,NY,NY,NY
Yes,Express the binary number as a decimal number $(\mathrm)$,$10010_{2}$,$18\left[\left(1 \times 2^{4}\right)+\left(1 \times 2^{1}\right)=16+2=18\right]$,Mathematics,1,NY,NY,NY
Yes,"On a certain temperature scale, water freezes at $-100^{\circ} \mathrm{Q}$ and boils at $100^{\circ} \mathrm{Q} .(\mathrm{P})$",What is the absolute temperature corresponding to $20^{\circ} \mathrm{Q}$ ?,"$333.15 \mathrm{~K}$ [
$T=273.15 \mathrm{~K}+\frac{Q-\left(-100^{\circ} Q\right)}{100^{\circ} Q-\left(-100^{\circ}",Chemistry,1,NY,NY,NY
Yes,"On a certain temperature scale, water freezes at $-100^{\circ} \mathrm{Q}$ and boils at $100^{\circ} \mathrm{Q} .(\mathrm{P})$",\right)} \times 100 \mathrm{~K}=333.15 \mathrm{~K}$ Q. What is $420^{\circ} \mathrm{C}$ on that  temperature scale? $$,"740^{\circ} \mathrm{Q}\left[-100^{\circ} Q+T_{c} \times \frac{100^{\circ} Q-\left(-100^{\circ} Q\right)}{100^{\circ} \mathrm{C}}=420^{\circ} \mathrm{C} \times \frac{200^{\circ} \mathrm{Q}}{100^{\circ} \mathrm{Q}}-100^{\circ} \mathrm{Q}=740^{\circ} \mathrm{Q}\right. \text { ] }
$$",Chemistry,1,NY,NY,NY
No,,"If a reaction is known to follow $2^{\text {nd }}$ order kinetics, how would the initial rate be affected if the reactant concentration is tripled? $(\mathrm{C})$",The rate will increase by a factor of 8,Chemistry,1,NY,NY,NY
No,,How can one change the rate constant of a reaction?,By changing the reaction temperature (not concentration of reactant),Chemistry,1,NY,NY,NY
No,,A leaf margin that is cut like the teeth of a saw with the teeth directed outwards is described as?,Dentate/Serrated,Biology,1,NY,NY,NY
No,,A leaf margin that is even and smooth is described as?,Entire,Biology,1,NY,NY,NY
No,,When are two statements said to be logically equivalent?,When they have exactly the same truth values,Mathematics,1,NY,NY,NY
No,,When is the implication $p \Rightarrow q$ false?,When $p$ is true and $q$ false,Mathematics,1,NY,NY,NY
No,,What is the function of carbon-manganese (IV) oxide mixture in the Leclanché cell?,$\mathrm{MnO}_{2}$ for depolarization (oxidation of hydrogen to water) and carbon for improved conductivity of the mixture,Chemistry,1,NY,NY,NY
No,,How is local action arrested in the simple cell?,By using pure Zinc as can be obtained by rubbing the surface of commercial zinc with mercury to cover up impurities on the surface of the zinc electrode,Physics,1,NY,NY,NY
No,,Is firewood a renewable or non-renewable source of energy?,A renewable,Physics,1,NY,NY,NY
No,,"Consider salt mined from Songor Lagoon, is it a renewable or non-renewable resource?",A renewable resource,Physics,1,NY,NY,NY
No,,Name the part of the neurone that speeds up impulse transmission.,Myelin sheath,Biology,1,NY,NY,NY
No,,The myelin sheath is interrupted by constrictions known as?,Node of Ranvier,Biology,1,NY,NY,NY
Yes,Solve the linear equation,$\frac{2 x}{3}=6-\frac{x}{4}$,$^{x}=\frac{72}{11}$ or 6.545 or $6 \frac{6}{11}[8 x=72-3 x \Rightarrow 11 x=72 \Rightarrow x=72 / 11]$,Mathematics,1,NY,NY,NY
Yes,Solve the linear equation,$8-(4 x-5)=x-7$,$x=4[8+5-4 x=x-7 \Rightarrow 5 x=20 \Rightarrow x=4]$,Mathematics,1,NY,NY,NY
No,,"Which of the following is not a thermometric property: volume, mass, pressure, density, heat capacity?","Mass, heat capacity",Physics,1,NY,NY,NY
No,,Which thermometric property is used in the platinum and thermocouple thermometers?,Resistance in the platinum and emf in the thermocouple thermometers,Physics,1,NY,NY,NY
No,,"Which of the following ions would undergo hydrolysis to give a basic solution: $\mathrm{HCO}_{3}^{-}, \mathrm{CO}_{3}^{2-}$, $\mathrm{Al}^{3+} ?(\mathrm{C})$","$\mathrm{HCO}_{3}^{-}, \mathrm{CO}_{3}^{2-}$",Chemistry,1,NY,NY,NY
No,,"Which of the following ions would undergo hydrolysis to give acidic solution $\mathrm{NH}_{4}^{+}, \mathrm{Fe}^{3+}, \mathrm{Ca}^{2+}$ ?","$\mathrm{NH}_{4}^{+}, \mathrm{Fe}^{3+}$",Chemistry,1,NY,NY,NY
No,,What name is given to the place on the plant stem or branch where one or more leaves arise?,Node,Biology,1,NY,NY,NY
No,,What name is given to medium sized plants with woody and hard stems but have no clear trunk?,Shrubs,Biology,1,NY,NY,NY
No,,Which cells in plants are responsible for loading sugars into the sieve tube element? (B),Companion cell,Biology,1,NY,NY,NY
No,,Germination begins with the absorption of water by the seed through a structure known as? (B),Micropyle,Biology,1,NY,NY,NY
Yes,Simplify the expression $(\mathrm{M})$,$\frac{x^{7} x^{-8}}{x^{5} x^{-10}}$,$x^{4} \frac{x^{-1}}{\left[x^{-5}\right.}=x^{4}$,Mathematics,1,NY,NY,NY
Yes,Simplify the expression $(\mathrm{M})$,$3 \frac{3 \frac{3}{2} 3^{\frac{-5}{2}}}{3^{\frac{-9}{2}}}$,$1\left[3^{\frac{3^{-1}}{3^{-1}}}\right]$,Mathematics,1,NY,NY,NY
No,,$20 \mathrm{~W}$ is supplied to a diode laser whose efficiency is $20 \%$. What light power is emitted? (P),$4 \mathrm{~W}\left[P_{\text {light }}=\frac{20}{100} \times 20 W=4 W\right.$,Physics,1,NY,NY,NY
No,,An electrical appliance consumes $100 \mathrm{~W}$ of electricity when doing $80 \mathrm{~J}$ of work in $1 \mathrm{~s}$. What is the efficiency of the appliance?,$[ P_{\text {out }}=\frac{80 \mathrm{~J}}{1 \mathrm{~s}}=80 \mathrm{~W} \quad \eta=\frac{p_{\text {out }}}{P_{\text {in }}}=\frac{80 \mathrm{~W}}{100 \mathrm{~W}}=80 \% ]$,Physics,1,NY,NY,NY
No,,"When an alkanoic acid is reduced completely, what compound will be obtained?",A primary alkanol,Chemistry,1,NY,NY,NY
No,,When an alkanoic acid and an amine react which compound will be obtained? (C),A (substituted) amide,Chemistry,1,NY,NY,NY
No,,Why is the mammalian dentition referred to as heterodont dentition? (B),The teeth vary in size and shape,Biology,1,NY,NY,NY
Yes,Pick the odd one out (M),"pyramid, cone, trapezium, cuboid",trapezium [others are solid figures],Mathematics,1,NY,NY,NY
Yes,Pick the odd one out (M),"arc, sector, segment, diagonal",diagonal [others are parts of a circle],Mathematics,1,NY,NY,NY
No,,What fraction of a radioactive substance remains after four half-lives? (C),$1 / 16$,Chemistry,1,NY,NY,NY
No,,"If the count rate on a Geiger-Muller counter near a radioactive substance is observed to decrease to one-quarter its initial value in $10 \mathrm{~s}$, how long does it take the count rate to decrease to an eighth of its initial value? (P)",$15 \mathrm{~s}$ [Activity decreases to $\frac{1}{4} A_{o}$ in 2 half lives $\therefore \frac{t_{1}}{2}=5 \mathrm{~s}$. Activity decreases to $\frac{A_{o}}{8}=\frac{A_{0}}{2^{3}}$ in 3 half lives $=3 \times 5 s=15 s$,Physics,1,NY,NY,NY
No,,In which analytical instrument are gaseous molecules bombarded with fast moving electrons? (C),Mass spectrometer (in its ionization chamber),Chemistry,1,NY,NY,NY
No,,When ions are introduced into a magnetic field their paths are deflected. What factor affects the extent of deflection? (P),Mass to charge ratio or $m / q^{+}$,Physics,1,NY,NY,NY
Yes,"The allele for black coat, $\mathbf{B}$, is dominant to the allele for brown, b. (B)",State the genotype for the homozygous recessive type,$\mathrm{bb}$,Biology,1,NY,NY,NY
Yes,"The allele for black coat, $\mathbf{B}$, is dominant to the allele for brown, b. (B)",State the genotypes for homozygous dominant and heterozygous individuals.,$\mathrm{BB}$ and $\mathrm{Bb}$,Biology,1,NY,NY,NY
Yes,Express $\mathrm{y}$ in terms of $\mathrm{x}$ if $(\mathrm{M})$,$\log _{x} y=3$,$y=x^{3}$,Mathematics,1,NY,NY,NY
Yes,Express $\mathrm{y}$ in terms of $\mathrm{x}$ if $(\mathrm{M})$,$\log _{3} y=x$,$y=3^{x}$,Mathematics,1,NY,NY,NY
No,,An individual transformer produces a secondary voltage of $24 \mathrm{~V}$ when the primary winding is connected to a 240 V alternating current source. What is the primary-to-secondary turns ratio? (P),$10: 1$,Physics,1,NY,NY,NY
No,,"If the current in the secondary of an ideal transformer with primary-to-secondary turns ratio 10:1 is $100 \mathrm{~mA}$, how much current flows in the primary? (P)",$10 \mathrm{~mA}$,Physics,1,NY,NY,NY
No,,What type of bond holds the atoms in a piece of sodium together? (C),Metallic bond,Chemistry,1,NY,NY,NY
No,,What type of bond holds carbon atoms together in diamond? (C),Covalent bonds,Chemistry,1,NY,NY,NY
No,,What name is given to the growth movement of plant parts in response to the direction of the force of gravity? (B),Gravitropism,Biology,1,NY,NY,NY
No,,What name is given to the growth movement of plant parts in response to stimulus of touch on one side? (B),Thigmotropism or Hapotropism,Biology,1,NY,NY,NY
No,,Find the gradient of the line with equation $2 x+3 y=6(\mathrm{M})$,${-\frac{2}{3}}[-0.67]$,Mathematics,1,NY,NY,NY
No,,Find the $\mathrm{x}$-intercept of the line with equation $3 x-2 y=6(\mathrm{M})$,2,Mathematics,1,NY,NY,NY
No,,"Which member of the following list is out of place and why: beta radiation, microwave radiation, $\mathrm{x}$-ray radiation, gamma radiation? (P)",Beta radiation. The others are electromagnetic waves,Physics,1,NY,NY,NY
No,,"Which member of the following list is out of place and why: gamma radiation, ultraviolet radiation, visible radiation, infrared radiation? (P)",Gamma radiation. It is nuclear in origin,Physics,1,NY,NY,NY
No,,Define an equilibrium reaction. (C),A reaction in which the rate of the forward reaction is equal to the rate of backward reaction OR A reaction in which there is no apparent change in concentrations of reactants and products with respect to time.,Chemistry,1,NY,NY,NY
No,,The equilibrium constant for any reaction can be expressed as a ratio. Give this ratio. (C),"K = ${-\frac{k_f}{k_b}}$
$k_f$ rate constant for forward reaction
$k_b$ rate constant for backward reaction",Chemistry,1,NY,NY,NY
No,,Ethanol is prepared in commercial quantities from petroleum. Which product of petroleum is used?,Ethene obtained from cracking of alkanes fraction,Chemistry,1,NY,NY,NY
No,,Which enzyme from yeast catalyses the fermentation of glucose into ethanol?,Zymase,Biology,1,NY,NY,NY
No,,Name the circular path located on each side of the first abdominal segment of a grasshopper.,Tympanum,Biology,1,NY,NY,NY
No,,The units which together make up the compound eyes of some arthropods is known as?,Ommatidia,Biology,1,NY,NY,NY
No,,"The perimeter of a rectangle is $26 \mathrm{~cm}$, with the length being $3 \mathrm{~cm}$ more than the width. Find the dimensions of the rectangle.","length $=8 \mathrm{~cm}$, width $=5 \mathrm{~cm}$
$$
\left.2(x+y)=26 \Rightarrow \begin{array}{c}
x+y=13 \\
x-y=3
\end{array}\right\} 2 x=16 \Rightarrow x=8, y=5
$$",Mathematics,1,NY,NY,NY
No,,The perimeter of a rectangle is $40 \mathrm{~cm}$ and the length is thrice the width. Find the dimensions of the rectangle.,"length $=15 \mathrm{~cm}$, width $=5 \mathrm{~cm}$",Mathematics,1,NY,NY,NY
No,,"When an ordinary necklace is placed around the circumference of a cylinder, spun at high rotational speed, and released, it is observed to continue spinning. What physical principle accounts for this?",Conservation of angular momentum,Physics,1,NY,NY,NY
No,,A tablecloth may be yanked from beneath china placed on it without breaking the china. What physical principle accounts for this?,Principle of inertia (or Newton's Law of Inertia) [the objects on the table cloth maintain a tendency to remain at rest],Physics,1,NY,NY,NY
No,,Give the products formed when lead trioxonitrate $\mathrm{V}$ is heated.,"Lead oxide $(\mathrm{PbO})$, nitrogen IV oxide $\left(\mathrm{NO}_{2}\right)$ and oxygen gas $\left(\mathrm{O}_{2}\right)$",Chemistry,1,NY,NY,NY
No,,Give the products formed when ammonium trioxonitrate V is heated.,Nitrogen I oxide $\left(\mathrm{N}_{2} \mathrm{O}\right)$ and water $\left(\mathrm{H}_{2} \mathrm{O}\right)$,Chemistry,1,NY,NY,NY
No,,Name the part of the brain that coordinates skeletal muscles to produce smooth graceful motion.,Cerebellum,Biology,1,NY,NY,NY
No,,Where is the hepatic portal vein located?,Between the small intestines and the liver,Biology,1,NY,NY,NY
Yes,Express in logarithmic form,$3^{-\frac{1}{2}}=x$,$\log _{3} x=-\frac{1}{2}$,Mathematics,1,NY,NY,NY
